thisN,thisTrialN,thisRepN,Trial,leftImgPath,rightImgPath,PracCorrectScan,PracCorrectPilot,pracPress.keys,pracPress.rt,pracPress.duration,key_resp.keys,key_resp.rt,key_resp.duration,pracResp.keys,pracResp.corr,pracResp.rt,pracResp.duration,advanceScreenPress3.keys,advanceScreenPress3.rt,advanceScreenPress3.duration,advanceScreen4.keys,advanceScreen4.rt,advanceScreen4.duration,Runs,trialOrder,condition,fixationDuration,outcomeDelay,optcorrect,CBDrifts,CondOrder,advanceToTrigger.keys,advanceToTrigger.rt,advanceToTrigger.duration,scannerTriggerKey.keys,optimalImg,suboptimalImg,optimalSide,suboptimalSide,optimalResponse,suboptimalResponse,leftImage,rightImage,startFixOnTime,cueOnTime,responseTime,cueResp.keys,cueResp.corr,cueResp.rt,cueResp.duration,optedSide,optedImg,cueOffTime,optedFor,accuracy,outcome,Feedback,gainLossAmount,runningBankTotal,feedbackTime,feedbackOffTime,fixationTime,advanceScreenPress_2.keys,advanceScreenPress_2.rt,advanceScreenPress_2.duration,pracBlock.thisRepN,pracBlock.thisTrialN,pracBlock.thisN,pracBlock.thisIndex,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,runOffTime,thisRow.t,notes,introDir.started,pracDirText.started,advanceScreenPress.started,introDir.stopped,advanceScreenPress.keys,advanceScreenPress.rt,advanceScreenPress.duration,pracDir1.started,choiceDirText.started,prac2Image.started,prac1Image.started,pracPress.started,pracDir1.stopped,pracBlock.pracPress.keys,pracBlock.pracPress.rt,pracBlock.pracPress.duration,pracDir2.started,fixDirText.started,key_resp.started,pracDir2.stopped,pracBlock.key_resp.keys,pracBlock.key_resp.rt,pracBlock.key_resp.duration,pracCue.started,pracLeftImg.started,pracRightImg.started,pracResp.started,pracCue.stopped,practice.pracResp.keys,practice.pracResp.corr,pracJitter.started,pracFix.started,pracJitter.stopped,pracOut.started,pracOutText.started,pracOutFix.started,pracOutText.stopped,pracOutFix.stopped,pracOut.stopped,practice.pracResp.rt,practice.pracResp.duration,pracFix.stopped,gainDirs.started,advanceScreenPress3.started,gainDirText.started,highgainframe.started,lowgainframe.started,highgainTopLabel.started,lowgainTopLabel.started,highgainBottomLabel.started,lowgainBottomLabel.started,highGainLabel.started,lowGainLabel.started,gainDirs.stopped,pracBlock.advanceScreenPress3.keys,pracBlock.advanceScreenPress3.rt,pracBlock.advanceScreenPress3.duration,lossDirs.started,advanceScreen4.started,lossDirText.started,highLossFrame.started,lowLossFrame.started,highLossTopLabel.started,lowLossTopLabel.started,highLossBottomLabel.started,lowLossBottomLabel.started,highLossLabel.started,lowLossLabel.started,lossDirs.stopped,pracBlock.advanceScreen4.keys,pracBlock.advanceScreen4.rt,pracBlock.advanceScreen4.duration,summaryDirections.started,summary.started,advanceScreenPress4.started,summaryDirections.stopped,advanceScreenPress4.keys,advanceScreenPress4.rt,advanceScreenPress4.duration,getReady.started,getReadyText.started,advanceToTrigger.started,getReady.stopped,runs.advanceToTrigger.keys,runs.advanceToTrigger.rt,runs.advanceToTrigger.duration,waitForScanner.started,waitForScanner.stopped,runs.scannerTriggerKey.keys,trials.optimalImg,trials.suboptimalImg,trials.optimalSide,trials.suboptimalSide,trials.optimalResponse,trials.suboptimalResponse,trials.leftImage,trials.rightImage,trials.startFixOnTime,cue.started,startFixStatic.started,staticISI.started,startFixStatic.stopped,leftCue.started,rightCue.started,cueResp.started,trials.cueOnTime,trials.responseTime,cue.stopped,trials.cueResp.keys,trials.cueResp.corr,trials.cueResp.rt,trials.cueResp.duration,trials.optedSide,trials.optedImg,trials.cueOffTime,outcomeDelayRoutine.started,outcomeDelayFix.started,outcomeDelayFix.stopped,outcomeDelayRoutine.stopped,trials.optedFor,trials.accuracy,trials.outcome,trials.Feedback,trials.gainLossAmount,trials.runningBankTotal,trials.feedbackTime,outcomeRoutine.started,outcomeText.started,outcomeRoutine.stopped,trials.feedbackOffTime,trials.fixationTime,fixation.started,fixationCrosshair.started,fixationCrosshair.stopped,fixation.stopped,leftCue.stopped,rightCue.stopped,cueResp.stopped,outcomeText.stopped,trials.runOffTime,breakScreen.started,breakText.started,advanceScreenPress_2.started,breakScreen.stopped,runs.advanceScreenPress_2.keys,runs.advanceScreenPress_2.rt,runs.advanceScreenPress_2.duration,done.started,endExperiment.started,endTaskPress.started,done.stopped,endTaskPress.keys,endTaskPress.rt,endTaskPress.duration,participant,session,startFromRun,mode,practice,date,expName,psychopyVersion,frameRate,cuePairs,expStartTime,expStart,bank,
18,18,0,,,,,,,,,,,,,,,,,,,,,,Run1,19,highgain,1.5,2.0,1,Drift4,5,space,8.230356957996264,None,None,set1_7.png,set1_8.png,left,right,left,right,stimuli_sets/set1_7.png,stimuli_sets/set1_8.png,133.77942641702248,134.28377475001616,136.65698924998287,left,1,2.3609864160534926,0.11357733397744596,left,stimuli_sets/set1_7.png,136.77547970903106,optimal,1,True,1,0.5,-0.75,138.77343125001062,139.77420858398546,139.7742769169854,,,,,,,,,,,,0,0,0,0,0,18,18,18,,489.042540791037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_7.png,set1_8.png,left,right,left,right,stimuli_sets/set1_7.png,stimuli_sets/set1_8.png,133.77942641702248,489.036753375025,489.042540791037,0.008269083045888692,489.54526825004723,489.54526825004723,489.54526825004723,489.54526825004723,134.28377475001616,136.65698924998287,492.0326451250003,left,1,2.3609864160534926,0.11357733397744596,left,stimuli_sets/set1_7.png,136.77547970903106,492.03280066599837,492.041718708002,494.0528402500204,494.03055854100967,optimal,1,True,1,0.5,-0.75,138.77343125001062,494.033977041021,494.0528402500204,495.0314443749958,139.77420858398546,139.7742769169854,495.03157245804323,495.040902916051,496.53937050001696,496.52559287502663,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-0.75,
19,19,0,,,,,,,,,,,,,,,,,,,,,,Run1,20,lowgain,1.0,2.5,1,Drift1,5,space,8.230356957996264,None,None,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,141.27591099997517,141.78064554202138,143.15988937497605,right,1,1.37287279200973,0.16489570797421038,right,stimuli_sets/set1_1.png,144.27872891700827,optimal,1,True,1,0.25,-0.5,146.77699804201256,147.78264550003223,147.78273016697494,,,,,,,,,,,,0,0,0,0,0,19,19,19,,496.53937050001696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,141.27591099997517,496.5332542080432,496.53937050001696,0.007599792035762221,497.0421835409943,497.0421835409943,497.0421835409943,497.0421835409943,141.78064554202138,143.15988937497605,499.53582245804137,right,1,1.37287279200973,0.16489570797421038,right,stimuli_sets/set1_1.png,144.27872891700827,499.5360648750211,499.54969450004864,502.0439734160318,502.0341420000186,optimal,1,True,1,0.25,-0.5,146.77699804201256,502.0375203330186,502.0439734160318,503.03987504099496,147.78264550003223,147.78273016697494,503.04003583302256,503.05727879103506,504.0721343330224,504.05465400003595,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-0.5,
20,20,0,,,,,,,,,,,,,,,,,,,,,,Run1,21,lowgain,1.0,2.0,1,Drift1,6,space,8.230356957996264,None,None,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,148.79876637499547,149.30313733400544,150.9949110840098,right,1,1.686064458976034,0.1475598330143839,right,stimuli_sets/set1_1.png,151.81376004201593,optimal,1,True,1,0.25,-0.25,153.81713099998888,154.8121328750276,154.81220187502913,,,,,,,,,,,,0,0,0,0,0,20,20,20,,504.0721343330224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,148.79876637499547,504.0560754580074,504.0721343330224,0.00139458297053352,504.5638396660215,504.5638396660215,504.5638396660215,504.5638396660215,149.30313733400544,150.9949110840098,507.07085704104975,right,1,1.686064458976034,0.1475598330143839,right,stimuli_sets/set1_1.png,151.81376004201593,507.07109604100697,507.0874998330255,509.08131241600495,509.07418650004547,optimal,1,True,1,0.25,-0.25,153.81713099998888,509.0744749160367,509.08131241600495,510.06937329104403,154.8121328750276,154.81220187502913,510.069496708049,510.0853036660119,511.08628933300497,511.07351829099935,507.07062820805004,507.07062820805004,507.07062820805004,510.0853036660119,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-0.25,
21,21,0,,,,,,,,,,,,,,,,,,,,,,Run1,22,highgain,1.0,1.5,1,Drift4,6,space,8.230356957996264,None,None,set1_7.png,set1_8.png,right,left,right,left,stimuli_sets/set1_8.png,stimuli_sets/set1_7.png,155.82261420902796,156.3275617089821,157.45505566702923,left,0,1.1212865829584189,0.1718878750107251,left,stimuli_sets/set1_8.png,158.82717195898294,suboptimal,0,False,0,0,-0.25,160.3497077919892,161.3458012919873,161.34587033401476,,,,,,,,,,,,0,0,0,0,0,21,21,21,,511.08628933300497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_7.png,set1_8.png,right,left,right,left,stimuli_sets/set1_8.png,stimuli_sets/set1_7.png,155.82261420902796,511.0799661659985,511.08628933300497,0.006412375019863248,511.589073790994,511.589073790994,511.589073790994,511.589073790994,156.3275617089821,157.45505566702923,514.0843140830402,left,0,1.1212865829584189,0.1718878750107251,left,stimuli_sets/set1_8.png,158.82717195898294,514.084491415997,514.1059531250503,515.6180506660021,515.6067510410212,suboptimal,0,False,0,0,-0.25,160.3497077919892,515.6108611660311,515.6180506660021,516.6030419160379,161.3458012919873,161.34587033401476,516.6031657080166,516.6197338330094,517.6235097910394,517.6082381660235,514.0841271660174,514.0841271660174,514.0841271660174,516.6197338330094,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-0.25,
22,22,0,,,,,,,,,,,,,,,,,,,,,,Run1,23,highloss,2.0,1.5,1,Drift2,4,space,8.230356957996264,None,None,set1_3.png,set1_4.png,left,right,left,right,stimuli_sets/set1_3.png,stimuli_sets/set1_4.png,162.3601260840078,162.865086374979,164.53505916701397,left,1,1.6609327500336803,0.15412570897024125,left,stimuli_sets/set1_3.png,165.3581336250063,optimal,1,True,1,0,-0.25,166.8552005420206,167.85102504200768,167.85109012498287,,,,,,,,,,,,0,0,0,0,0,22,22,22,,517.6235097910394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_3.png,set1_4.png,left,right,left,right,stimuli_sets/set1_3.png,stimuli_sets/set1_4.png,162.3601260840078,517.6174852080294,517.6235097910394,0.009179582993965596,518.1262273750035,518.1262273750035,518.1262273750035,518.1262273750035,162.865086374979,164.53505916701397,520.6153045830433,left,1,1.6609327500336803,0.15412570897024125,left,stimuli_sets/set1_3.png,165.3581336250063,520.6154371660086,520.625696541043,522.122277291026,522.1123234580155,optimal,1,True,1,0,-0.25,166.8552005420206,522.115683416021,522.122277291026,523.1082683330169,167.85102504200768,167.85109012498287,523.108384583029,523.1146534580039,525.1167690410512,525.1024780830485,,,,523.1146534580039,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-0.25,
23,23,0,,,,,,,,,,,,,,,,,,,,,,Run1,24,highgain,1.0,2.5,1,Drift4,7,space,8.230356957996264,None,None,set1_7.png,set1_8.png,right,left,right,left,stimuli_sets/set1_8.png,stimuli_sets/set1_7.png,169.85369137499947,170.35812937503215,171.74770787497982,left,0,1.3767538749962114,0.14053733402397484,left,stimuli_sets/set1_8.png,172.85446783399675,suboptimal,0,False,0,0,-0.25,175.3512095839833,176.3481050839764,176.3481950419955,,,,,,,,,,,,0,0,0,0,0,23,23,23,,525.1167690410512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_7.png,set1_8.png,right,left,right,left,stimuli_sets/set1_8.png,stimuli_sets/set1_7.png,169.85369137499947,525.1110224580043,525.1167690410512,0.008498875016812235,525.6195873329998,525.6195873329998,525.6195873329998,525.6195873329998,170.35812937503215,171.74770787497982,528.1116195410141,left,0,1.3767538749962114,0.14053733402397484,left,stimuli_sets/set1_8.png,172.85446783399675,528.1118042080197,528.1179346660501,530.6189920410397,530.6083540830296,suboptimal,0,False,0,0,-0.25,175.3512095839833,530.6123532500351,530.6189920410397,531.6053375829943,176.3481050839764,176.3481950419955,531.6055048330454,531.6211925829994,532.6269237910165,532.6133610830293,,,,531.6211925829994,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-0.25,
24,24,0,,,,,,,,,,,,,,,,,,,,,,Run1,25,highloss,1.0,2.5,1,Drift2,5,space,8.230356957996264,None,None,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,177.36353808402782,177.86839283403242,178.83447541698115,right,1,0.9498167500132695,0.09068500000284985,right,stimuli_sets/set1_3.png,180.36542475002352,optimal,1,True,1,0,-0.25,182.86516937502893,183.86174583400134,183.86181537498487,,,,,,,,,,,,0,0,0,0,0,24,24,24,,532.6269237910165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,177.36353808402782,532.6208662080462,532.6269237910165,0.007481125008780509,533.1301648330409,533.1301648330409,533.1301648330409,533.1301648330409,177.86839283403242,178.83447541698115,535.6225079580327,right,1,0.9498167500132695,0.09068500000284985,right,stimuli_sets/set1_3.png,180.36542475002352,535.6227612500079,535.6348057500436,538.132466833049,538.1221966660232,optimal,1,True,1,0,-0.25,182.86516937502893,538.1263432080159,538.132466833049,539.1189863330219,183.86174583400134,183.86181537498487,539.1191103750025,539.1295864999993,540.1397228750284,540.1241839580471,,,,539.1295864999993,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-0.25,
25,25,0,,,,,,,,,,,,,,,,,,,,,,Run1,26,highgain,1.5,1.5,0,Drift4,8,space,8.230356957996264,None,None,set1_7.png,set1_8.png,right,left,right,left,stimuli_sets/set1_8.png,stimuli_sets/set1_7.png,184.876346791978,185.38094337499933,185.9691322920262,right,1,0.5827045839978382,0.12160062498878688,right,stimuli_sets/set1_7.png,187.88223287498113,optimal,1,False,0,0,-0.25,189.39945387502667,190.404734583979,190.40481841698056,,,,,,,,,,,,0,0,0,0,0,25,25,25,,540.1397228750284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_7.png,set1_8.png,right,left,right,left,stimuli_sets/set1_8.png,stimuli_sets/set1_7.png,184.876346791978,540.1337169160252,540.1397228750284,0.009486333001405,540.6421772910398,540.6421772910398,540.6421772910398,540.6421772910398,185.38094337499933,185.9691322920262,543.1393185000052,right,1,0.5827045839978382,0.12160062498878688,right,stimuli_sets/set1_7.png,187.88223287498113,543.1395674160449,543.155981500051,544.6684910000185,544.6564766250085,optimal,1,False,0,0,-0.25,189.39945387502667,544.6612672500196,544.6684910000185,545.6619625409949,190.404734583979,190.40481841698056,545.6621186250122,545.6674452080042,547.1622684580507,547.1516137910075,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-0.25,
26,26,0,,,,,,,,,,,,,,,,,,,,,,Run1,27,highgain,2.0,2.0,1,Drift4,9,space,8.230356957996264,None,None,set1_7.png,set1_8.png,left,right,left,right,stimuli_sets/set1_7.png,stimuli_sets/set1_8.png,191.89573674998246,192.40024975000415,193.7834081670153,left,1,1.3719443330192007,0.08610850002150983,left,stimuli_sets/set1_7.png,194.89775012497557,optimal,1,True,1,0.5,0.25,196.89955824997742,197.8957361250068,197.89580554200802,,,,,,,,,,,,0,0,0,0,0,26,26,26,,547.1622684580507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_7.png,set1_8.png,left,right,left,right,stimuli_sets/set1_7.png,stimuli_sets/set1_8.png,191.89573674998246,547.1530475000036,547.1622684580507,0.0014071670011617243,547.6614175410359,547.6614175410359,547.6614175410359,547.6614175410359,192.40024975000415,193.7834081670153,550.1548435410368,left,1,1.3719443330192007,0.08610850002150983,left,stimuli_sets/set1_7.png,194.89775012497557,550.1550893330132,550.1672092500376,552.167806958023,552.1567004580284,optimal,1,True,1,0.5,0.25,196.89955824997742,552.1606798330322,552.167806958023,553.1529766250169,197.8957361250068,197.89580554200802,553.1531012500054,553.1701748330379,555.168080708012,555.1553022910375,,,,553.1701748330379,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,0.25,
27,27,0,,,,,,,,,,,,,,,,,,,,,,Run1,28,lowgain,2.0,2.0,1,Drift1,7,space,8.230356957996264,None,None,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,199.90456858399557,200.40894087502966,201.16285983403213,right,0,0.7386784999980591,0.19408649997785687,right,stimuli_sets/set1_2.png,202.91143741703127,suboptimal,0,False,0,0,0.25,204.9158144170069,205.91164750000462,205.9117151669925,,,,,,,,,,,,0,0,0,0,0,27,27,27,,555.168080708012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,199.90456858399557,555.1619145410368,555.168080708012,0.00653020798927173,555.6701247080346,555.6701247080346,555.6701247080346,555.6701247080346,200.40894087502966,201.16285983403213,558.1686061250512,right,0,0.7386784999980591,0.19408649997785687,right,stimuli_sets/set1_2.png,202.91143741703127,558.1687438749941,558.1872340830159,560.1846393750166,560.1729055410251,suboptimal,0,False,0,0,0.25,204.9158144170069,560.1773542080191,560.1846393750166,561.1688886250486,205.91164750000462,205.9117151669925,561.1690097910468,561.1801890000352,563.1940183330444,563.1656203750172,558.1684643329936,558.1684643329936,558.1684643329936,561.1801890000352,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,0.25,
28,28,0,,,,,,,,,,,,,,,,,,,,,,Run1,29,highloss,1.5,1.5,0,Drift2,6,space,8.230356957996264,None,None,set1_3.png,set1_4.png,left,right,left,right,stimuli_sets/set1_3.png,stimuli_sets/set1_4.png,207.91528558399295,208.41973729198799,209.67041125003016,left,1,1.2391615419765003,0.0924319580080919,left,stimuli_sets/set1_3.png,210.91022704198258,optimal,1,False,0,-0.5,-0.25,212.40864562499337,213.41537045902805,213.4154852500069,,,,,,,,,,,,0,0,0,0,0,28,28,28,,563.1940183330444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_3.png,set1_4.png,left,right,left,right,stimuli_sets/set1_3.png,stimuli_sets/set1_4.png,207.91528558399295,563.1726078750216,563.1940183330444,0.006964583008084446,563.6812945000129,563.6812945000129,563.6812945000129,563.6812945000129,208.41973729198799,209.67041125003016,566.1674201660207,left,1,1.2391615419765003,0.0924319580080919,left,stimuli_sets/set1_3.png,210.91022704198258,566.1675247499952,566.1785971250501,567.6755355829955,567.665788791026,optimal,1,False,0,-0.5,-0.25,212.40864562499337,567.6694264160469,567.6755355829955,568.6725915830466,213.41537045902805,213.4154852500069,568.6728058330482,568.6883976249956,570.187953790999,570.1744265410234,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-0.25,
