thisN,thisTrialN,thisRepN,Trial,leftImgPath,rightImgPath,PracCorrectScan,PracCorrectPilot,pracPress.keys,pracPress.rt,pracPress.duration,key_resp.keys,key_resp.rt,key_resp.duration,pracResp.keys,pracResp.corr,pracResp.rt,pracResp.duration,advanceScreenPress3.keys,advanceScreenPress3.rt,advanceScreenPress3.duration,advanceScreen4.keys,advanceScreen4.rt,advanceScreen4.duration,Runs,trialOrder,condition,fixationDuration,outcomeDelay,optcorrect,CBDrifts,CondOrder,advanceToTrigger.keys,advanceToTrigger.rt,advanceToTrigger.duration,scannerTriggerKey.keys,optimalImg,suboptimalImg,optimalSide,suboptimalSide,optimalResponse,suboptimalResponse,leftImage,rightImage,startFixOnTime,cueOnTime,responseTime,cueResp.keys,cueResp.corr,cueResp.rt,cueResp.duration,optedSide,optedImg,cueOffTime,optedFor,accuracy,outcome,Feedback,gainLossAmount,runningBankTotal,feedbackTime,feedbackOffTime,fixationTime,advanceScreenPress_2.keys,advanceScreenPress_2.rt,advanceScreenPress_2.duration,pracBlock.thisRepN,pracBlock.thisTrialN,pracBlock.thisN,pracBlock.thisIndex,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,runOffTime,thisRow.t,notes,introDir.started,pracDirText.started,advanceScreenPress.started,introDir.stopped,advanceScreenPress.keys,advanceScreenPress.rt,advanceScreenPress.duration,pracDir1.started,choiceDirText.started,prac2Image.started,prac1Image.started,pracPress.started,pracDir1.stopped,pracBlock.pracPress.keys,pracBlock.pracPress.rt,pracBlock.pracPress.duration,pracDir2.started,fixDirText.started,key_resp.started,pracDir2.stopped,pracBlock.key_resp.keys,pracBlock.key_resp.rt,pracBlock.key_resp.duration,pracCue.started,pracLeftImg.started,pracRightImg.started,pracResp.started,pracCue.stopped,practice.pracResp.keys,practice.pracResp.corr,pracJitter.started,pracFix.started,pracJitter.stopped,pracOut.started,pracOutText.started,pracOutFix.started,pracOutText.stopped,pracOutFix.stopped,pracOut.stopped,practice.pracResp.rt,practice.pracResp.duration,pracFix.stopped,gainDirs.started,advanceScreenPress3.started,gainDirText.started,highgainframe.started,lowgainframe.started,highgainTopLabel.started,lowgainTopLabel.started,highgainBottomLabel.started,lowgainBottomLabel.started,highGainLabel.started,lowGainLabel.started,gainDirs.stopped,pracBlock.advanceScreenPress3.keys,pracBlock.advanceScreenPress3.rt,pracBlock.advanceScreenPress3.duration,lossDirs.started,advanceScreen4.started,lossDirText.started,highLossFrame.started,lowLossFrame.started,highLossTopLabel.started,lowLossTopLabel.started,highLossBottomLabel.started,lowLossBottomLabel.started,highLossLabel.started,lowLossLabel.started,lossDirs.stopped,pracBlock.advanceScreen4.keys,pracBlock.advanceScreen4.rt,pracBlock.advanceScreen4.duration,summaryDirections.started,summary.started,advanceScreenPress4.started,summaryDirections.stopped,advanceScreenPress4.keys,advanceScreenPress4.rt,advanceScreenPress4.duration,getReady.started,getReadyText.started,advanceToTrigger.started,getReady.stopped,runs.advanceToTrigger.keys,runs.advanceToTrigger.rt,runs.advanceToTrigger.duration,waitForScanner.started,waitForScanner.stopped,runs.scannerTriggerKey.keys,trials.optimalImg,trials.suboptimalImg,trials.optimalSide,trials.suboptimalSide,trials.optimalResponse,trials.suboptimalResponse,trials.leftImage,trials.rightImage,trials.startFixOnTime,cue.started,startFixStatic.started,staticISI.started,startFixStatic.stopped,leftCue.started,rightCue.started,cueResp.started,trials.cueOnTime,trials.responseTime,cue.stopped,trials.cueResp.keys,trials.cueResp.corr,trials.cueResp.rt,trials.cueResp.duration,trials.optedSide,trials.optedImg,trials.cueOffTime,outcomeDelayRoutine.started,outcomeDelayFix.started,outcomeDelayFix.stopped,outcomeDelayRoutine.stopped,trials.optedFor,trials.accuracy,trials.outcome,trials.Feedback,trials.gainLossAmount,trials.runningBankTotal,trials.feedbackTime,outcomeRoutine.started,outcomeText.started,outcomeRoutine.stopped,trials.feedbackOffTime,trials.fixationTime,fixation.started,fixationCrosshair.started,fixationCrosshair.stopped,fixation.stopped,leftCue.stopped,rightCue.stopped,cueResp.stopped,outcomeText.stopped,trials.runOffTime,breakScreen.started,breakText.started,advanceScreenPress_2.started,breakScreen.stopped,runs.advanceScreenPress_2.keys,runs.advanceScreenPress_2.rt,runs.advanceScreenPress_2.duration,done.started,endExperiment.started,endTaskPress.started,done.stopped,endTaskPress.keys,endTaskPress.rt,endTaskPress.duration,participant,session,startFromRun,mode,practice,date,expName,psychopyVersion,frameRate,cuePairs,expStartTime,expStart,bank,
45,45,0,,,,,,,,,,,,,,,,,,,,,,Run2,106,lowgain,1.5,2.0,1,Drift1,12,space,0.7251513749943115,None,None,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,323.08134308399167,323.5859011670109,324.48497845901875,left,0,0.88952937501017,0.093036292004399,left,stimuli_sets/set1_2.png,326.08956016699085,suboptimal,0,False,0,0,-3.5,328.09422845899826,329.0914260839927,329.0915080839768,,,,,,,,,,,,0,1,1,1,0,45,45,45,,1115.0066915830248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,323.08134308399167,1115.0007280000136,1115.0066915830248,0.006574291968718171,1115.50912195805,1115.50912195805,1115.50912195805,1115.50912195805,323.5859011670109,324.48497845901875,1118.0087433330482,left,0,0.88952937501017,0.093036292004399,left,stimuli_sets/set1_2.png,326.08956016699085,1118.008893791004,1118.0253580830176,1120.0196885830374,1120.0133592500351,suboptimal,0,False,0,0,-3.5,328.09422845899826,1120.0135682910332,1120.0196885830374,1121.0106895000208,329.0914260839927,329.0915080839768,1121.010836958012,1121.017290415999,1122.5191745000193,1122.5109273330308,,,,1121.017290415999,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-3.5,
46,46,0,,,,,,,,,,,,,,,,,,,,,,Run2,107,lowgain,1.0,1.5,0,Drift1,13,space,0.7251513749943115,None,None,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,330.5934923340101,331.09859420900466,331.2361581249861,left,1,0.11888191703474149,None,left,stimuli_sets/set1_1.png,333.60276891698595,optimal,1,False,0,0,-3.5,335.10533554200083,336.1026142499759,336.10268154199,,,,,,,,,,,,0,1,1,1,0,46,46,46,,1122.5191745000193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,330.5934923340101,1122.5128269999987,1122.5191745000193,0.0018386669689789414,1123.0218619999941,1123.0218619999941,1123.0218619999941,1123.0218619999941,331.09859420900466,331.2361581249861,1125.521961749997,left,1,0.11888191703474149,None,left,stimuli_sets/set1_1.png,333.60276891698595,1125.5221108330297,1125.537906875019,1127.0370870410115,1127.0243943330133,optimal,1,False,0,0,-3.5,335.10533554200083,1127.0247040000395,1127.0370870410115,1128.0218808750506,336.1026142499759,336.10268154199,1128.0220102080493,1128.0322252500337,1129.04522816604,1129.018141291046,,,,1128.0322252500337,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-3.5,
47,47,0,,,,,,,,,,,,,,,,,,,,,,Run2,108,highgain,1.5,1.5,1,Drift4,12,space,0.7251513749943115,None,None,set1_7.png,set1_8.png,left,right,left,right,stimuli_sets/set1_7.png,stimuli_sets/set1_8.png,337.10380420897854,337.6076764590107,339.5696403749753,left,1,1.9406917500309646,0.11770016700029373,left,stimuli_sets/set1_7.png,340.10674362501595,optimal,1,True,1,0.5,-3.0,341.6216115420102,342.6150790419779,342.6151316249743,,,,,,,,,,,,0,1,1,1,0,47,47,47,,1129.04522816604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_7.png,set1_8.png,left,right,left,right,stimuli_sets/set1_7.png,stimuli_sets/set1_8.png,337.10380420897854,1129.0231484580436,1129.04522816604,0.004981332982424647,1129.5350569580332,1129.5312581250328,1129.5312581250328,1129.5312581250328,337.6076764590107,339.5696403749753,1132.0259364999947,left,1,1.9406917500309646,0.11770016700029373,left,stimuli_sets/set1_7.png,340.10674362501595,1132.0260763330152,1132.0426270409953,1133.5511721250368,1133.5407731659943,optimal,1,True,1,0.5,-3.0,341.6216115420102,1133.5443543330184,1133.5511721250368,1134.5343560830224,342.6150790419779,342.6151316249743,1134.5344478330226,1134.5469731659978,1136.062396000023,1136.0426260830136,1132.025790958025,1132.025790958025,1132.025790958025,1134.5469731659978,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-3.0,
48,48,0,,,,,,,,,,,,,,,,,,,,,,Run2,109,highloss,1.0,2.0,1,Drift2,14,space,0.7251513749943115,None,None,set1_3.png,set1_4.png,left,right,left,right,stimuli_sets/set1_3.png,stimuli_sets/set1_4.png,344.1328866669792,344.6374055839842,345.0726220419747,left,1,0.4245644170441665,0.12280129099963233,left,stimuli_sets/set1_3.png,347.12978812499205,optimal,1,True,1,0,-3.0,349.1205559169757,350.1174157090136,350.11747854197165,,,,,,,,,,,,0,1,1,1,0,48,48,48,,1136.062396000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_3.png,set1_4.png,left,right,left,right,stimuli_sets/set1_3.png,stimuli_sets/set1_4.png,344.1328866669792,1136.05228004104,1136.062396000023,0.009608332999050617,1136.5647202500259,1136.5647202500259,1136.5647202500259,1136.5647202500259,344.6374055839842,345.0726220419747,1139.0489874160266,left,1,0.4245644170441665,0.12280129099963233,left,stimuli_sets/set1_3.png,347.12978812499205,1139.049119000032,1139.055005541013,1141.0511225410155,1141.0397180000436,optimal,1,True,1,0,-3.0,349.1205559169757,1141.0439137080102,1141.0511225410155,1142.0366846250254,350.1174157090136,350.11747854197165,1142.036794500018,1142.0476179160178,1143.0576699580415,1143.0420413750107,,,,1142.0476179160178,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-3.0,
49,49,0,,,,,,,,,,,,,,,,,,,,,,Run2,110,highgain,2.0,1.5,1,Drift4,13,space,0.7251513749943115,None,None,set1_7.png,set1_8.png,right,left,right,left,stimuli_sets/set1_8.png,stimuli_sets/set1_7.png,351.1320166250225,351.63684020901565,352.0710977499839,left,0,0.4164656670182012,0.1116326249903068,left,stimuli_sets/set1_8.png,354.1382058750023,suboptimal,0,False,0,0,-3.0,355.63884608400986,356.63415216701105,356.6342227499699,,,,,,,,,,,,0,1,1,1,0,49,49,49,,1143.0576699580415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_7.png,set1_8.png,right,left,right,left,stimuli_sets/set1_8.png,stimuli_sets/set1_7.png,351.1320166250225,1143.051419416035,1143.0576699580415,0.009326791972853243,1143.5603589999955,1143.5603589999955,1143.5603589999955,1143.5603589999955,351.63684020901565,352.0710977499839,1146.0573264160194,left,0,0.4164656670182012,0.1116326249903068,left,stimuli_sets/set1_8.png,354.1382058750023,1146.0575696250307,1146.072826083051,1147.5686103750486,1147.5578990000067,suboptimal,0,False,0,0,-3.0,355.63884608400986,1147.562192833051,1147.5686103750486,1148.5534182499978,356.63415216701105,356.6342227499699,1148.5535448330338,1148.5641425000504,1150.5712742080214,1150.5585044160252,,,,1148.5641425000504,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-3.0,
50,50,0,,,,,,,,,,,,,,,,,,,,,,Run2,111,lowloss,1.0,2.0,1,Drift3,11,space,0.7251513749943115,None,None,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,358.6464430000051,359.15114283398725,359.52870112500386,left,1,0.36664737499086186,0.24161095899762586,left,stimuli_sets/set1_5.png,361.6533015840105,optimal,1,True,1,0,-3.0,363.6557159170043,364.6607916249777,364.66088412498357,,,,,,,,,,,,0,1,1,1,0,50,50,50,,1150.5712742080214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,358.6464430000051,1150.5658088329947,1150.5712742080214,0.007271417009178549,1151.0744935830007,1151.0744935830007,1151.0744935830007,1151.0744935830007,359.15114283398725,359.52870112500386,1153.5724964160472,left,1,0.36664737499086186,0.24161095899762586,left,stimuli_sets/set1_5.png,361.6533015840105,1153.5726327080047,1153.5887238330324,1155.5846820830484,1155.5748790830257,optimal,1,True,1,0,-3.0,363.6557159170043,1155.578344166046,1155.5846820830484,1156.5800554580055,364.6607916249777,364.66088412498357,1156.5802144160261,1156.5856068750145,1157.5853745409986,1157.5760737910168,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-3.0,
51,51,0,,,,,,,,,,,,,,,,,,,,,,Run2,112,lowloss,1.5,2.0,0,Drift3,12,space,0.7251513749943115,None,None,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,365.6599245839752,366.16432550002355,366.5748896669829,left,1,0.40255891700508073,0.16997604101197794,left,stimuli_sets/set1_5.png,368.6597189590102,optimal,1,False,0,-0.25,-3.25,370.6534276669845,371.6496075419709,371.6496814999846,,,,,,,,,,,,0,1,1,1,0,51,51,51,,1157.5853745409986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,365.6599245839752,1157.579269458016,1157.5853745409986,0.0031661249813623726,1158.0875789580168,1158.0875789580168,1158.0875789580168,1158.0875789580168,366.16432550002355,366.5748896669829,1160.5788995409966,left,1,0.40255891700508073,0.16997604101197794,left,stimuli_sets/set1_5.png,368.6597189590102,1160.5790760000236,1160.5853387080133,1162.5838346250239,1162.5725765000097,optimal,1,False,0,-0.25,-3.25,370.6534276669845,1162.5761509580188,1162.5838346250239,1163.5688726660446,371.6496075419709,371.6496814999846,1163.5690032080165,1163.5795800830238,1165.0852580830106,1165.072406958032,,,,1163.5795800830238,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-3.25,
52,52,0,,,,,,,,,,,,,,,,,,,,,,Run2,113,lowloss,1.5,2.5,1,Drift3,13,space,0.7251513749943115,None,None,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,373.1555159169948,373.6600442089839,374.374401249981,left,1,0.7078781659947708,0.16983191698091105,left,stimuli_sets/set1_5.png,376.1686942090164,optimal,1,True,1,0,-3.25,378.6777082500048,379.69024550000904,379.6903580839862,,,,,,,,,,,,0,1,1,1,0,52,52,52,,1165.0852580830106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,373.1555159169948,1165.0748800410074,1165.0852580830106,0.002419458993244916,1165.5831308750203,1165.5831308750203,1165.5831308750203,1165.5831308750203,373.6600442089839,374.374401249981,1168.0878700000467,left,1,0.7078781659947708,0.16983191698091105,left,stimuli_sets/set1_5.png,376.1686942090164,1168.0880276249954,1168.1065357500338,1170.6069445830071,1170.5968512500403,optimal,1,True,1,0,-3.25,378.6777082500048,1170.6003097080393,1170.6069445830071,1171.6094927500235,379.69024550000904,379.6903580839862,1171.6097028750228,1171.6173300830415,1173.122972458019,1173.1087653750437,1168.08772637503,1168.08772637503,1168.08772637503,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-3.25,
53,53,0,,,,,,,,,,,,,,,,,,,,,,Run2,114,lowgain,1.0,2.0,1,Drift1,14,space,0.7251513749943115,None,None,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,381.19854199996917,381.7036098340177,,None,0,,,NA,NA,384.1905254169833,NA,0,None,NA,0,-3.25,386.1865875420044,387.18205087498063,387.18211449997034,,,,,,,,,,,,0,1,1,1,0,53,53,53,,1173.122972458019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,381.19854199996917,1173.1179045830504,1173.122972458019,0.009055041009560227,1173.626985083043,1173.626985083043,1173.626985083043,1173.626985083043,381.7036098340177,,1176.1097362910514,None,0,,,NA,NA,384.1905254169833,1176.1098586250446,1176.118548041035,1178.1172916660435,1178.105636666005,NA,0,None,NA,0,-3.25,386.1865875420044,1178.1100917910226,1178.1172916660435,1179.1013199160225,387.18205087498063,387.18211449997034,1179.1014346660231,1179.1104621250415,1180.1171581250383,1180.1076413330156,,,,1179.1104621250415,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-3.25,
54,54,0,,,,,,,,,,,,,,,,,,,,,,Run2,115,lowgain,1.0,1.5,1,Drift1,15,space,0.7251513749943115,None,None,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,388.19127354200464,388.69569424999645,389.55205950001255,right,0,0.8489610410179012,0.10262391698779538,right,stimuli_sets/set1_2.png,391.1978678749874,suboptimal,0,False,0,0,-3.25,392.698454791971,393.7042260419694,393.7043394999928,,,,,,,,,,,,0,1,1,1,0,54,54,54,,1180.1171581250383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,388.19127354200464,1180.1106123329955,1180.1171581250383,0.0028847080538980663,1180.6191253750003,1180.6191253750003,1180.6191253750003,1180.6191253750003,388.69569424999645,389.55205950001255,1183.1170679579955,right,0,0.8489610410179012,0.10262391698779538,right,stimuli_sets/set1_2.png,391.1978678749874,1183.1171991660376,1183.1339634580072,1184.6266032080166,1184.6176132910186,suboptimal,0,False,0,0,-3.25,392.698454791971,1184.617788750038,1184.6266032080166,1185.6234747080016,393.7042260419694,393.7043394999928,1185.6236879579956,1185.6408685829956,1186.6522968750214,1186.6347409160226,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-3.25,
55,55,0,,,,,,,,,,,,,,,,,,,,,,Run2,116,lowloss,1.0,2.0,1,Drift3,14,space,0.7251513749943115,None,None,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,394.7230711670127,395.22782691702014,395.31877370900474,right,0,0.08628295903326944,0.10470458294730633,right,stimuli_sets/set1_6.png,397.71948454197263,suboptimal,0,False,0,-0.25,-3.5,399.7200067919912,400.72623541700887,400.72629687498556,,,,,,,,,,,,0,1,1,1,0,55,55,55,,1186.6522968750214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,394.7230711670127,1186.6424237500178,1186.6522968750214,0.007632541004568338,1187.1512281660107,1187.1512281660107,1187.1512281660107,1187.1512281660107,395.22782691702014,395.31877370900474,1189.6386912080343,right,0,0.08628295903326944,0.10470458294730633,right,stimuli_sets/set1_6.png,397.71948454197263,1189.6388121659984,1189.6490092910244,1191.655859875027,1191.6391195830074,suboptimal,0,False,0,-0.25,-3.5,399.7200067919912,1191.642925791035,1191.655859875027,1192.6454996250104,400.72623541700887,400.72629687498556,1192.6456159160007,1192.6507573749986,1193.6583363329992,1193.641778582998,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-3.5,
