thisN,thisTrialN,thisRepN,Trials,leftImgPath,rightImgPath,PracCorrectScan,PracCorrectPilot,advanceScreenPress2.keys,advanceScreenPress2.rt,advanceScreenPress2.duration,pracRespPress.keys,key_resp.keys,key_resp.rt,key_resp.duration,pracResp.keys,pracResp.corr,pracResp.rt,pracResp.duration,advanceScreenPress3.keys,advanceScreenPress3.rt,advanceScreenPress3.duration,advanceScreen4.keys,advanceScreen4.rt,advanceScreen4.duration,Runs,trialOrder,condition,fixationDuration,outcomeDelay,optcorrect,CBDrifts,CondOrder,advanceToTrigger.keys,advanceToTrigger.rt,advanceToTrigger.duration,scannerTriggerKey.keys,optimalImg,suboptimalImg,optimalSide,suboptimalSide,optimalResponse,suboptimalResponse,leftImage,rightImage,startFixOnTime,cueOnTime,responseTime,optedSide,optedImg,cueOffTime,cueResp.keys,cueResp.corr,cueResp.rt,cueResp.duration,optedFor,accuracy,outcome,Feedback,gainLossAmount,runningBankTotal,feedbackTime,feedbackOffTime,fixationTime,advanceScreenPress_2.keys,advanceScreenPress_2.rt,advanceScreenPress_2.duration,pracBlock.thisRepN,pracBlock.thisTrialN,pracBlock.thisN,pracBlock.thisIndex,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,runOffTime,thisRow.t,notes,introDir.started,pracDirText.started,advanceScreenPress.started,introDir.stopped,advanceScreenPress.keys,advanceScreenPress.rt,advanceScreenPress.duration,pracDir1.started,choiceDirText.started,advanceScreenPress2.started,prac2Image.started,prac1Image.started,pracRespPress.started,pracDir1.stopped,pracBlock.advanceScreenPress2.keys,pracBlock.advanceScreenPress2.rt,pracBlock.advanceScreenPress2.duration,pracBlock.pracRespPress.keys,pracDir2.started,fixDirText.started,key_resp.started,pracDir2.stopped,pracBlock.key_resp.keys,pracBlock.key_resp.rt,pracBlock.key_resp.duration,pracCue.started,pracLeftImg.started,pracRightImg.started,pracResp.started,pracCue.stopped,practice.pracResp.keys,practice.pracResp.corr,practice.pracResp.rt,practice.pracResp.duration,pracJitter.started,pracFix.started,pracJitter.stopped,pracOut.started,pracOutText.started,pracOutFix.started,pracOutText.stopped,pracOutFix.stopped,pracOut.stopped,pracLeftImg.stopped,pracRightImg.stopped,pracResp.stopped,pracFix.stopped,gainDirs.started,advanceScreenPress3.started,gainDirText.started,highgainframe.started,lowgainframe.started,highgainTopLabel.started,lowgainTopLabel.started,highgainBottomLabel.started,lowgainBottomLabel.started,highGainLabel.started,lowGainLabel.started,gainDirs.stopped,pracBlock.advanceScreenPress3.keys,pracBlock.advanceScreenPress3.rt,pracBlock.advanceScreenPress3.duration,lossDirs.started,advanceScreen4.started,lossDirText.started,highLossFrame.started,lowLossFrame.started,highLossTopLabel.started,lowLossTopLabel.started,highLossBottomLabel.started,lowLossBottomLabel.started,highLossLabel.started,lowLossLabel.started,lossDirs.stopped,pracBlock.advanceScreen4.keys,pracBlock.advanceScreen4.rt,pracBlock.advanceScreen4.duration,summaryDirections.started,summary.started,advanceScreenPress4.started,summaryDirections.stopped,advanceScreenPress4.keys,advanceScreenPress4.rt,advanceScreenPress4.duration,getReady.started,getReadyText.started,advanceToTrigger.started,getReady.stopped,runs.advanceToTrigger.keys,runs.advanceToTrigger.rt,runs.advanceToTrigger.duration,waitForScanner.started,waitForScanner.stopped,runs.scannerTriggerKey.keys,trials.optimalImg,trials.suboptimalImg,trials.optimalSide,trials.suboptimalSide,trials.optimalResponse,trials.suboptimalResponse,trials.leftImage,trials.rightImage,trials.startFixOnTime,cue.started,startFixStatic.started,frame1.started,staticISI.started,startFixStatic.stopped,leftCue.started,rightCue.started,cueResp.started,topFrameText.started,bottomFrameText.started,trials.cueOnTime,trials.responseTime,cue.stopped,trials.optedSide,trials.optedImg,trials.cueOffTime,trials.cueResp.keys,trials.cueResp.corr,trials.cueResp.rt,trials.cueResp.duration,outcomeDelayRoutine.started,frame1Fix.started,outcomeDelayFix.started,topFrameTextFix.started,bottomFrameTextFix.started,frame1Fix.stopped,outcomeDelayFix.stopped,topFrameTextFix.stopped,bottomFrameTextFix.stopped,outcomeDelayRoutine.stopped,trials.optedFor,trials.accuracy,trials.outcome,trials.Feedback,trials.gainLossAmount,trials.runningBankTotal,trials.feedbackTime,outcomeRoutine.started,outcomeText.started,frameOut.started,topFrameTextOut.started,bottomFrameTextOut.started,outcomeRoutine.stopped,trials.feedbackOffTime,trials.fixationTime,fixation.started,fixationCrosshair.started,frameFix.started,fixationCrosshair.stopped,frameFix.stopped,fixation.stopped,outcomeText.stopped,frameOut.stopped,topFrameTextOut.stopped,bottomFrameTextOut.stopped,frame1.stopped,leftCue.stopped,rightCue.stopped,cueResp.stopped,topFrameText.stopped,bottomFrameText.stopped,trials.runOffTime,breakScreen.started,breakText.started,advanceScreenPress_2.started,breakScreen.stopped,runs.advanceScreenPress_2.keys,runs.advanceScreenPress_2.rt,runs.advanceScreenPress_2.duration,getReadyText.stopped,done.started,endExperiment.started,endTaskPress.started,done.stopped,endTaskPress.keys,endTaskPress.rt,endTaskPress.duration,participant,session,startFromRun,mode,practice,date,expName,psychopyVersion,frameRate,cuePairs,expStartTime,expStart,bank,
33,33,0,,,,,,,,,,,,,,,,,,,,,,,Run2,94,highloss,1.5,2.5,1,Drift2,10,space,20.532304166990798,None,None,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,237.150604208,237.66977624996798,,NA,NA,240.16130949999206,None,0,,,NA,0,None,NA,-0.5,5.75,242.68100733298343,243.68836745800218,243.6884086249629,,,,,,,,,,,,0,1,1,1,0,33,33,33,,808.4367786669754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,237.150604208,808.4297836250043,808.4367786669754,808.4367786669754,0.008822042029350996,808.9416130830068,808.9416130830068,808.9416130830068,808.9416130830068,808.9416130830068,808.9416130830068,237.66977624996798,,811.4333592919866,NA,NA,240.16130949999206,None,0,,,811.4397609169828,811.4482736669597,811.4482736669597,811.4482736669597,811.4482736669597,813.9695367499953,813.9695367499953,813.9695367499953,813.9695367499953,813.9528979999595,NA,0,None,NA,-0.5,5.75,242.68100733298343,813.9629252919694,813.9695367499953,813.9695367499953,813.9695367499953,813.9695367499953,814.9604659579927,243.68836745800218,243.6884086249629,814.9605664580013,814.9669149999972,814.9669149999972,816.4636471669655,816.4636471669655,816.4549594169948,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,5.75,
34,34,0,,,,,,,,,,,,,,,,,,,,,,,Run2,95,highloss,1.0,2.0,1,Drift2,11,space,20.532304166990798,None,None,set1_3.png,set1_4.png,left,right,left,right,stimuli_sets/set1_3.png,stimuli_sets/set1_4.png,245.18494483298855,245.6968300829758,246.44585145800374,left,stimuli_sets/set1_3.png,248.18323170795338,left,1,0.725039332988672,0.11314233299344778,optimal,1,True,1,0,5.75,250.1819095419487,251.19745612499537,251.19751337496564,,,,,,,,,,,,0,1,1,1,0,34,34,34,,816.4636471669655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_3.png,set1_4.png,left,right,left,right,stimuli_sets/set1_3.png,stimuli_sets/set1_4.png,245.18494483298855,816.4571675419575,816.4636471669655,816.4636471669655,0.0022046249941922724,816.9687490829965,816.9687490829965,816.9687490829965,816.9687490829965,816.9687490829965,816.9687490829965,245.6968300829758,246.44585145800374,819.4552961249719,left,stimuli_sets/set1_3.png,248.18323170795338,left,1,0.725039332988672,0.11314233299344778,819.4554835829767,819.4629094999982,819.4629094999982,819.4629094999982,819.4629094999982,821.4661591249751,821.4661591249751,821.4661591249751,821.4661591249751,821.4538979170029,optimal,1,True,1,0,5.75,250.1819095419487,821.4578260419657,821.4661591249751,821.4661591249751,821.4661591249751,821.4661591249751,822.469546749955,251.19745612499537,251.19751337496564,822.4696835000068,822.481934957963,822.481934957963,823.485283041955,823.485283041955,823.4714682499762,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,5.75,
35,35,0,,,,,,,,,,,,,,,,,,,,,,,Run2,96,lowloss,1.0,1.5,0,Drift3,7,space,20.532304166990798,None,None,set1_5.png,set1_6.png,right,left,right,left,stimuli_sets/set1_6.png,stimuli_sets/set1_5.png,252.20179666695185,252.71876991697354,253.44329854199896,right,stimuli_sets/set1_5.png,255.21619816694874,right,1,0.7070637500146404,0.106673416972626,optimal,1,False,0,-0.25,5.5,256.72181162500056,257.73274529195623,257.7327977079549,,,,,,,,,,,,0,1,1,1,0,35,35,35,,823.485283041955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_5.png,set1_6.png,right,left,right,left,stimuli_sets/set1_6.png,stimuli_sets/set1_5.png,252.20179666695185,823.478326832992,823.485283041955,823.485283041955,0.006846916978247464,823.9906918329652,823.9906918329652,823.9906918329652,823.9906918329652,823.9906918329652,823.9906918329652,252.71876991697354,253.44329854199896,826.488249749993,right,stimuli_sets/set1_5.png,255.21619816694874,right,1,0.7070637500146404,0.106673416972626,826.4933137079934,826.5010672079516,826.5010672079516,826.5010672079516,826.5010672079516,828.0072637919802,828.0072637919802,828.0072637919802,828.0072637919802,827.9938027499593,optimal,1,False,0,-0.25,5.5,256.72181162500056,827.9995971249882,828.0072637919802,828.0072637919802,828.0072637919802,828.0072637919802,829.0048354169703,257.73274529195623,257.7327977079549,829.004957749974,829.0118709999952,829.0118709999952,830.0121170829516,830.0121170829516,829.9973404579796,,,,,826.4880331250024,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,5.5,
36,36,0,,,,,,,,,,,,,,,,,,,,,,,Run2,97,lowgain,1.5,1.5,0,Drift1,10,space,20.532304166990798,None,None,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,258.7265228329925,259.2448452919489,259.8787209999864,right,stimuli_sets/set1_1.png,261.7326741249999,right,1,0.6164512499817647,0.10678879200713709,optimal,1,False,0,0,5.5,263.23780516698025,264.2449848749675,264.24502616695827,,,,,,,,,,,,0,1,1,1,0,36,36,36,,830.0121170829516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,258.7265228329925,830.0047766249627,830.0121170829516,830.0121170829516,0.007450582983437926,830.516771207971,830.516771207971,830.516771207971,830.516771207971,830.516771207971,830.516771207971,259.2448452919489,259.8787209999864,833.0047245419701,right,stimuli_sets/set1_1.png,261.7326741249999,right,1,0.6164512499817647,0.10678879200713709,833.0118809579872,833.0200629169703,833.0200629169703,833.0200629169703,833.0200629169703,834.5231254999526,834.5231254999526,834.5231254999526,834.5231254999526,834.5098216669867,optimal,1,False,0,0,5.5,263.23780516698025,834.5167611250072,834.5231254999526,834.5231254999526,834.5231254999526,834.5231254999526,835.5170834579621,264.2449848749675,264.24502616695827,835.5171851249761,835.5349570419639,835.5349570419639,837.035987124953,837.035987124953,837.0279116249876,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,5.5,
37,37,0,,,,,,,,,,,,,,,,,,,,,,,Run2,98,lowgain,1.5,1.5,1,Drift1,11,space,20.532304166990798,None,None,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,265.7570826250012,266.2692292499705,266.9423098329571,left,stimuli_sets/set1_1.png,268.76209254196147,left,1,0.6476152089890093,0.14621945802355185,optimal,1,True,1,0.25,5.75,270.2670740419999,271.2658150829957,271.26585891697323,,,,,,,,,,,,0,1,1,1,0,37,37,37,,837.035987124953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,265.7570826250012,837.0292883749935,837.035987124953,837.035987124953,0.0013697920367121696,837.5411269579781,837.5411269579781,837.5411269579781,837.5411269579781,837.5411269579781,837.5411269579781,266.2692292499705,266.9423098329571,840.034157499962,left,stimuli_sets/set1_1.png,268.76209254196147,left,1,0.6476152089890093,0.14621945802355185,840.0343324169517,840.0515716669615,840.0515716669615,840.0515716669615,840.0515716669615,841.5517786249984,841.5517786249984,841.5517786249984,841.5517786249984,841.5390170000028,optimal,1,True,1,0.25,5.75,270.2670740419999,841.5436001250055,841.5517786249984,841.5517786249984,841.5517786249984,841.5517786249984,842.5379153749673,271.2658150829957,271.26585891697323,842.5380165419774,842.5451647919836,842.5451647919836,844.0535385829862,844.0535385829862,844.036770250008,842.5451647919836,842.5451647919836,842.5451647919836,842.5451647919836,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,5.75,
38,38,0,,,,,,,,,,,,,,,,,,,,,,,Run2,99,lowloss,1.5,1.5,0,Drift3,8,space,20.532304166990798,None,None,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,272.7672770829522,273.28639991697855,273.8772259579855,left,stimuli_sets/set1_5.png,275.76556974998675,left,1,0.5759916660026647,0.11327870900277048,optimal,1,False,0,-0.25,5.5,277.2696245829575,278.2715822919854,278.27162137499545,,,,,,,,,,,,0,1,1,1,0,38,38,38,,844.0535385829862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,272.7672770829522,844.0464697079733,844.0535385829862,844.0535385829862,0.009665332967415452,844.5582667499548,844.5582667499548,844.5582667499548,844.5582667499548,844.5582667499548,844.5582667499548,273.28639991697855,273.8772259579855,847.0376284579979,left,stimuli_sets/set1_5.png,275.76556974998675,left,1,0.5759916660026647,0.11327870900277048,847.0450369580067,847.053756874986,847.053756874986,847.053756874986,847.053756874986,848.5549906669767,848.5549906669767,848.5549906669767,848.5549906669767,848.5416313330061,optimal,1,False,0,-0.25,5.5,277.2696245829575,848.5486037079827,848.5549906669767,848.5549906669767,848.5549906669767,848.5549906669767,849.5436807500082,278.2715822919854,278.27162137499545,849.5437767079566,849.5499764169799,849.5499764169799,851.0497580000083,851.0497580000083,851.040557625005,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,5.5,
39,39,0,,,,,,,,,,,,,,,,,,,,,,,Run2,100,lowloss,1.5,2.0,0,Drift3,9,space,20.532304166990798,None,None,set1_5.png,set1_6.png,right,left,right,left,stimuli_sets/set1_6.png,stimuli_sets/set1_5.png,279.7705130419927,280.28279820794705,280.8258736669668,left,stimuli_sets/set1_6.png,282.78371208294993,left,0,0.5237715410185046,0.05505058396374807,suboptimal,0,True,1,0,5.5,284.7798692919896,285.7771851249854,285.77722704195185,,,,,,,,,,,,0,1,1,1,0,39,39,39,,851.0497580000083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_5.png,set1_6.png,right,left,right,left,stimuli_sets/set1_6.png,stimuli_sets/set1_5.png,279.7705130419927,851.0427348749945,851.0497580000083,851.0497580000083,0.0021636250312440097,851.5546891670092,851.5546891670092,851.5546891670092,851.5546891670092,851.5546891670092,851.5546891670092,280.28279820794705,280.8258736669668,854.0557551249512,left,stimuli_sets/set1_6.png,282.78371208294993,left,0,0.5237715410185046,0.05505058396374807,854.0559850419522,854.0635439999751,854.0635439999751,854.0635439999751,854.0635439999751,856.0633003329858,856.0633003329858,856.0633003329858,856.0633003329858,856.0517340829829,suboptimal,0,True,1,0,5.5,284.7798692919896,856.0559155420051,856.0633003329858,856.0633003329858,856.0633003329858,856.0633003329858,857.0492876250064,285.7771851249854,285.77722704195185,857.0493832500069,857.0602502920083,857.0602502920083,858.5685928749735,858.5685928749735,858.5549199169618,857.0602502920083,857.0602502920083,857.0602502920083,857.0602502920083,854.0554752919707,854.0554752919707,854.0554752919707,854.0554752919707,854.0554752919707,854.0554752919707,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,5.5,
40,40,0,,,,,,,,,,,,,,,,,,,,,,,Run2,101,highloss,1.0,2.5,1,Drift2,12,space,20.532304166990798,None,None,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,287.2850667499588,287.8013165000011,288.5110169169493,right,stimuli_sets/set1_3.png,290.2841770419618,right,1,0.6869474579580128,0.10550670902011916,optimal,1,True,1,0,5.5,292.7764266249724,293.7737357500009,293.7737704999745,,,,,,,,,,,,0,1,1,1,0,40,40,40,,858.5685928749735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,287.2850667499588,858.5615449579782,858.5685928749735,858.5685928749735,0.006594958016648889,859.0732471669908,859.0732471669908,859.0732471669908,859.0732471669908,859.0732471669908,859.0732471669908,287.8013165000011,288.5110169169493,861.5562602499849,right,stimuli_sets/set1_3.png,290.2841770419618,right,1,0.6869474579580128,0.10550670902011916,861.5589319999563,861.5650891249534,861.5650891249534,861.5650891249534,861.5650891249534,864.0582141249906,864.0582141249906,864.0582141249906,864.0582141249906,864.0484477499849,optimal,1,True,1,0,5.5,292.7764266249724,864.051386541978,864.0582141249906,864.0582141249906,864.0582141249906,864.0582141249906,865.045849957969,293.7737357500009,293.7737704999745,865.0459240829805,865.0566822499968,865.0566822499968,866.0645757499733,866.0645757499733,866.0516993330093,865.0566822499968,865.0566822499968,865.0566822499968,865.0566822499968,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,5.5,
41,41,0,,,,,,,,,,,,,,,,,,,,,,,Run2,102,lowloss,2.0,1.5,1,Drift3,10,space,20.532304166990798,None,None,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,294.78109058295377,295.2968539579888,296.31136637495365,right,stimuli_sets/set1_6.png,297.7812362079858,right,0,1.0008135419921018,0.11804324999684468,suboptimal,0,False,0,-0.25,5.25,299.2868276249501,300.29576187499333,300.29581275000237,,,,,,,,,,,,0,1,1,1,0,41,41,41,,866.0645757499733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,294.78109058295377,866.0570945829968,866.0645757499733,866.0645757499733,0.005389707977883518,866.5687825829955,866.5687825829955,866.5687825829955,866.5687825829955,866.5687825829955,866.5687825829955,295.2968539579888,296.31136637495365,869.0532922499697,right,stimuli_sets/set1_6.png,297.7812362079858,right,0,1.0008135419921018,0.11804324999684468,869.0569616669673,869.0651276669814,869.0651276669814,869.0651276669814,869.0651276669814,870.5727173750056,870.5727173750056,870.5727173750056,870.5727173750056,870.5588271250017,suboptimal,0,False,0,-0.25,5.25,299.2868276249501,870.564886667009,870.5727173750056,870.5727173750056,870.5727173750056,870.5727173750056,871.5678486669785,300.29576187499333,300.29581275000237,871.5679808330024,871.5841415830073,871.5841415830073,873.5993134579621,873.5993134579621,873.585678250005,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,5.25,
42,42,0,,,,,,,,,,,,,,,,,,,,,,,Run2,103,highloss,2.0,1.5,1,Drift2,13,space,20.532304166990798,None,None,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,302.3159274169593,302.8317763329833,303.51148308295524,right,stimuli_sets/set1_3.png,305.31535895797424,right,1,0.665268249984365,0.10163687501335517,optimal,1,True,1,0,5.25,306.8190489579574,307.81584549997933,307.8159199579968,,,,,,,,,,,,0,1,1,1,0,42,42,42,,873.5993134579621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,302.3159274169593,873.5923717499827,873.5993134579621,873.5993134579621,0.006704040977638215,874.1036332499934,874.1036332499934,874.1036332499934,874.1036332499934,874.1036332499934,874.1036332499934,302.8317763329833,303.51148308295524,876.5874004999641,right,stimuli_sets/set1_3.png,305.31535895797424,right,1,0.665268249984365,0.10163687501335517,876.590919124952,876.5990649999585,876.5990649999585,876.5990649999585,876.5990649999585,878.101559957955,878.101559957955,878.101559957955,878.101559957955,878.0910424169851,optimal,1,True,1,0,5.25,306.8190489579574,878.0960001669591,878.101559957955,878.101559957955,878.101559957955,878.101559957955,879.0879306669813,307.81584549997933,307.8159199579968,879.0881002499955,879.0964067080058,879.0964067080058,881.0966216669767,881.0966216669767,881.082658291969,879.0964067080058,879.0964067080058,879.0964067080058,879.0964067080058,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,5.25,
